order_id,supplier_id,supplier_name,supplier_risk,product_id,product_name,category,order_date,planned_delivery,actual_delivery,planned_lead_days,actual_lead_days,on_time_delivery,quantity_ordered,defect_quantity,defect_rate,unit_price_eur,total_value_eur,invoice_match
PO-10604,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-05-04,2024-05-20,2024-05-20,16,16,True,259,9,0.0347,18.81,4871.79,True
PO-10605,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-001,Push-Fit Connector,Fittings,2023-11-02,2023-11-11,2023-11-11,9,9,True,210,8,0.0381,12.96,2721.6,True
PO-10606,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-03-02,2024-03-07,2024-03-09,5,7,False,120,4,0.0333,51.61,6193.2,True
PO-10607,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2023-10-19,2023-10-26,2023-10-26,7,7,True,348,31,0.0891,49.18,17114.64,True
PO-10608,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-06-11,2024-06-24,2024-06-28,13,17,False,80,1,0.0125,51.64,4131.2,True
PO-10609,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2023-02-08,2023-02-15,2023-02-15,7,7,True,207,16,0.0773,28.49,5897.43,True
PO-10610,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-03-31,2023-04-11,2023-04-17,11,17,False,306,60,0.1961,29.16,8922.96,True
PO-10611,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2023-02-13,2023-02-17,2023-02-17,4,4,True,451,16,0.0355,50.4,22730.4,True
PO-10612,SUP-001,Schmidt Metallteile GmbH,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-08-17,2023-08-22,2023-08-22,5,5,True,472,1,0.0021,83.56,39440.32,True
PO-10613,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2024-12-02,2024-12-06,2024-12-06,4,4,True,229,1,0.0044,4.49,1028.21,True
PO-10614,SUP-007,Hoffmann Global Supply,high,VALV-001,"Ball Valve 1/2""",Valves,2024-12-22,2025-01-06,2025-01-08,15,17,False,413,67,0.1622,6.49,2680.37,True
PO-10615,SUP-002,Fischer Kunststoff AG,medium,VALV-002,Pressure Relief Valve,Valves,2023-04-08,2023-04-15,2023-04-18,7,10,False,221,10,0.0452,79.67,17607.07,True
PO-10616,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-05-24,2023-06-01,2023-06-01,8,8,True,461,0,0.0,36.75,16941.75,True
PO-10617,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2024-10-23,2024-10-30,2024-10-30,7,7,True,91,7,0.0769,25.88,2355.08,True
PO-10618,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-05-03,2023-05-12,2023-05-15,9,12,False,397,23,0.0579,22.64,8988.08,True
PO-10619,SUP-006,Bauer Präzisionsteile,low,FIXT-001,Push-Fit Connector,Fittings,2023-12-15,2023-12-20,2023-12-20,5,5,True,57,0,0.0,71.73,4088.61,True
PO-10620,SUP-005,Krause Logistik KG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-07-10,2024-07-18,2024-07-18,8,8,True,244,13,0.0533,74.94,18285.36,True
PO-10621,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-15,2023-01-21,2023-01-23,6,8,False,327,8,0.0245,47.15,15418.05,False
PO-10622,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2024-09-13,2024-09-18,2024-09-23,5,10,False,394,1,0.0025,12.97,5110.18,True
PO-10623,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2023-06-20,2023-06-25,2023-06-25,5,5,True,476,17,0.0357,6.38,3036.88,True
PO-10624,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-11-11,2023-11-24,2023-11-24,13,13,True,228,34,0.1491,29.82,6798.96,True
PO-10625,SUP-008,Schneider Dichtungen GmbH,medium,VALV-002,Pressure Relief Valve,Valves,2024-04-25,2024-05-04,2024-05-04,9,9,True,372,20,0.0538,82.34,30630.48,True
PO-10626,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-03-04,2024-03-18,2024-03-23,14,19,False,167,6,0.0359,53.45,8926.15,True
PO-10627,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-06-24,2023-07-02,2023-07-02,8,8,True,163,10,0.0613,54.29,8849.27,True
PO-10628,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2024-06-21,2024-07-06,2024-07-06,15,15,True,94,7,0.0745,21.03,1976.82,True
PO-10629,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-10-24,2024-11-08,2024-11-13,15,20,False,488,71,0.1455,24.99,12195.12,True
PO-10630,SUP-004,Weber International Ltd.,high,VALV-001,"Ball Valve 1/2""",Valves,2024-11-22,2024-12-03,2024-12-09,11,17,False,459,59,0.1285,75.94,34856.46,True
PO-10631,SUP-006,Bauer Präzisionsteile,low,FIXT-001,Push-Fit Connector,Fittings,2024-09-29,2024-10-04,2024-10-04,5,5,True,199,5,0.0251,13.66,2718.34,True
PO-10632,SUP-006,Bauer Präzisionsteile,low,SEAL-002,Press Fitting Seal,Seals,2023-08-24,2023-08-29,2023-08-29,5,5,True,134,0,0.0,38.31,5133.54,True
PO-10633,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-09-18,2024-09-23,2024-09-23,5,5,True,456,17,0.0373,51.09,23297.04,True
PO-10634,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-11-09,2023-11-25,2023-11-25,16,16,True,350,4,0.0114,21.03,7360.5,True
PO-10635,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-05-15,2023-05-21,2023-05-25,6,10,False,183,5,0.0273,29.77,5447.91,True
PO-10636,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-10-23,2023-10-29,2023-10-29,6,6,True,392,35,0.0893,28.68,11242.56,True
PO-10637,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-06-20,2024-07-02,2024-07-09,12,19,False,380,55,0.1447,26.06,9902.8,False
PO-10638,SUP-006,Bauer Präzisionsteile,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-06-17,2023-06-22,2023-06-22,5,5,True,404,0,0.0,7.52,3038.08,True
PO-10639,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-12-10,2023-12-21,2023-12-23,11,13,False,202,34,0.1683,4.36,880.72,True
PO-10640,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2023-08-09,2023-08-15,2023-08-15,6,6,True,74,2,0.027,64.36,4762.64,True
PO-10641,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-14,2024-03-20,2024-03-20,6,6,True,430,10,0.0233,51.51,22149.3,True
PO-10642,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2024-05-05,2024-05-11,2024-05-11,6,6,True,59,0,0.0,45.24,2669.16,True
PO-10643,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-11-25,2023-12-08,2023-12-10,13,15,False,158,29,0.1835,68.39,10805.62,False
PO-10644,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2023-03-10,2023-03-17,2023-03-17,7,7,True,128,3,0.0234,57.2,7321.6,True
PO-10645,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-11-26,2023-12-03,2023-12-03,7,7,True,57,1,0.0175,55.18,3145.26,False
PO-10646,SUP-006,Bauer Präzisionsteile,low,FIXT-001,Push-Fit Connector,Fittings,2023-09-24,2023-09-29,2023-09-29,5,5,True,347,6,0.0173,73.38,25462.86,True
PO-10647,SUP-002,Fischer Kunststoff AG,medium,VALV-002,Pressure Relief Valve,Valves,2023-03-14,2023-03-23,2023-03-23,9,9,True,361,22,0.0609,79.37,28652.57,True
PO-10648,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-10-30,2024-11-06,2024-11-06,7,7,True,246,17,0.0691,65.68,16157.28,True
PO-10649,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-07-28,2023-08-08,2023-08-08,11,11,True,62,7,0.1129,37.83,2345.46,True
PO-10650,SUP-003,Müller Rohre & Armaturen,low,PIPE-002,Steel Pipe 22mm,Pipes,2023-04-09,2023-04-15,2023-04-15,6,6,True,389,3,0.0077,63.98,24888.22,True
PO-10651,SUP-003,Müller Rohre & Armaturen,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-02,2024-01-08,2024-01-08,6,6,True,265,8,0.0302,70.58,18703.7,True
PO-10652,SUP-003,Müller Rohre & Armaturen,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-09-27,2023-10-02,2023-10-02,5,5,True,149,2,0.0134,33.58,5003.42,True
PO-10653,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2023-08-20,2023-09-05,2023-09-10,16,21,False,129,22,0.1705,69.23,8930.67,True
PO-10654,SUP-005,Krause Logistik KG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-06-04,2023-06-11,2023-06-11,7,7,True,458,4,0.0087,77.73,35600.34,True
PO-10655,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-03-14,2024-03-17,2024-03-17,3,3,True,380,1,0.0026,44.62,16955.6,True
PO-10656,SUP-003,Müller Rohre & Armaturen,low,VALV-001,"Ball Valve 1/2""",Valves,2023-06-15,2023-06-20,2023-06-20,5,5,True,139,3,0.0216,9.45,1313.55,True
PO-10657,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2023-06-28,2023-07-04,2023-07-04,6,6,True,442,10,0.0226,83.89,37079.38,True
PO-10658,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2023-02-04,2023-02-09,2023-02-09,5,5,True,286,8,0.028,6.92,1979.12,True
PO-10659,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-06-21,2023-06-26,2023-06-26,5,5,True,380,9,0.0237,58.32,22161.6,True
PO-10660,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2024-11-29,2024-12-07,2024-12-07,8,8,True,481,39,0.0811,70.87,34088.47,True
PO-10661,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2023-04-26,2023-04-30,2023-04-30,4,4,True,302,1,0.0033,78.58,23731.16,True
PO-10662,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-02-19,2023-03-03,2023-03-03,12,12,True,384,26,0.0677,8.35,3206.4,True
PO-10663,SUP-007,Hoffmann Global Supply,high,SEAL-002,Press Fitting Seal,Seals,2024-08-13,2024-08-29,2024-08-29,16,16,True,410,80,0.1951,13.41,5498.1,True
PO-10664,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-01-01,2023-01-10,2023-01-10,9,9,True,285,4,0.014,46.02,13115.7,True
PO-10665,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2024-12-04,2024-12-18,2024-12-18,14,14,True,63,3,0.0476,83.58,5265.54,True
PO-10666,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-07-21,2024-07-25,2024-07-25,4,4,True,134,4,0.0299,36.38,4874.92,True
PO-10667,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2023-05-08,2023-05-15,2023-05-18,7,10,False,179,11,0.0615,79.29,14192.91,True
PO-10668,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-11-21,2023-11-25,2023-11-25,4,4,True,65,1,0.0154,33.55,2180.75,True
PO-10669,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-09-22,2023-10-01,2023-10-01,9,9,True,369,30,0.0813,25.71,9486.99,True
PO-10670,SUP-003,Müller Rohre & Armaturen,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-08-31,2024-09-06,2024-09-06,6,6,True,432,2,0.0046,38.02,16424.64,True
PO-10671,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-11-13,2024-11-22,2024-11-22,9,9,True,333,24,0.0721,21.85,7276.05,True
PO-10672,SUP-006,Bauer Präzisionsteile,low,SEAL-002,Press Fitting Seal,Seals,2024-08-21,2024-08-25,2024-08-25,4,4,True,105,0,0.0,54.03,5673.15,True
PO-10673,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2023-06-20,2023-06-26,2023-06-26,6,6,True,128,3,0.0234,66.29,8485.12,False
PO-10674,SUP-002,Fischer Kunststoff AG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-12-08,2024-12-17,2024-12-17,9,9,True,195,14,0.0718,83.92,16364.4,True
PO-10675,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-05-08,2024-05-12,2024-05-12,4,4,True,412,8,0.0194,24.53,10106.36,True
PO-10676,SUP-007,Hoffmann Global Supply,high,VALV-002,Pressure Relief Valve,Valves,2023-10-25,2023-11-10,2023-11-17,16,23,False,177,2,0.0113,77.09,13644.93,True
PO-10677,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-01-04,2024-01-09,2024-01-09,5,5,True,368,3,0.0082,7.57,2785.76,True
PO-10678,SUP-005,Krause Logistik KG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-04-03,2024-04-10,2024-04-10,7,7,True,474,39,0.0823,46.81,22187.94,True
PO-10679,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-05-02,2023-05-09,2023-05-09,7,7,True,256,3,0.0117,67.11,17180.16,True
PO-10680,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-04-26,2024-05-03,2024-05-03,7,7,True,434,9,0.0207,70.25,30488.5,True
PO-10681,SUP-003,Müller Rohre & Armaturen,low,PIPE-001,Copper Pipe 15mm,Pipes,2023-08-07,2023-08-12,2023-08-12,5,5,True,428,0,0.0,72.95,31222.6,True
PO-10682,SUP-001,Schmidt Metallteile GmbH,low,VALV-002,Pressure Relief Valve,Valves,2024-08-08,2024-08-14,2024-08-18,6,10,False,72,1,0.0139,83.42,6006.24,True
PO-10683,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2024-03-27,2024-04-04,2024-04-04,8,8,True,376,26,0.0691,51.36,19311.36,True
PO-10684,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2024-10-13,2024-10-18,2024-10-18,5,5,True,410,2,0.0049,55.76,22861.6,True
PO-10685,SUP-006,Bauer Präzisionsteile,low,VALV-001,"Ball Valve 1/2""",Valves,2023-02-14,2023-02-17,2023-02-20,3,6,False,440,17,0.0386,24.03,10573.2,True
PO-10686,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2024-07-20,2024-08-02,2024-08-02,13,13,True,366,60,0.1639,44.05,16122.3,True
PO-10687,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-20,2024-12-24,2024-12-24,4,4,True,84,0,0.0,54.28,4559.52,True
PO-10688,SUP-001,Schmidt Metallteile GmbH,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-10-24,2024-10-30,2024-10-30,6,6,True,81,2,0.0247,59.97,4857.57,True
PO-10689,SUP-005,Krause Logistik KG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-06-29,2023-07-06,2023-07-06,7,7,True,120,8,0.0667,70.55,8466.0,True
PO-10690,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-04-07,2023-04-19,2023-04-19,12,12,True,219,40,0.1826,49.06,10744.14,True
PO-10691,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-27,2024-08-06,2024-08-06,10,10,True,369,29,0.0786,41.2,15202.8,True
PO-10692,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-07-18,2023-07-29,2023-08-03,11,16,False,327,37,0.1131,8.46,2766.42,True
PO-10693,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2023-06-25,2023-07-01,2023-07-01,6,6,True,90,0,0.0,9.15,823.5,True
PO-10694,SUP-001,Schmidt Metallteile GmbH,low,SEAL-002,Press Fitting Seal,Seals,2023-08-17,2023-08-21,2023-08-23,4,6,False,367,5,0.0136,69.52,25513.84,True
PO-10695,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2023-04-04,2023-04-12,2023-04-12,8,8,True,198,5,0.0253,39.11,7743.78,True
PO-10696,SUP-001,Schmidt Metallteile GmbH,low,PIPE-002,Steel Pipe 22mm,Pipes,2024-07-07,2024-07-11,2024-07-11,4,4,True,66,2,0.0303,33.2,2191.2,True
PO-10697,SUP-002,Fischer Kunststoff AG,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-02-08,2024-02-17,2024-02-17,9,9,True,314,15,0.0478,28.41,8920.74,True
PO-10698,SUP-007,Hoffmann Global Supply,high,VALV-001,"Ball Valve 1/2""",Valves,2024-06-21,2024-07-05,2024-07-05,14,14,True,223,19,0.0852,81.83,18248.09,True
PO-10699,SUP-002,Fischer Kunststoff AG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-09-30,2023-10-07,2023-10-07,7,7,True,233,10,0.0429,30.7,7153.1,True
PO-10700,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2023-11-04,2023-11-09,2023-11-09,5,5,True,95,3,0.0316,63.68,6049.6,True
PO-10701,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2024-07-14,2024-07-17,2024-07-17,3,3,True,193,5,0.0259,39.65,7652.45,True
PO-10702,SUP-008,Schneider Dichtungen GmbH,medium,VALV-002,Pressure Relief Valve,Valves,2023-12-02,2023-12-12,2023-12-12,10,10,True,348,20,0.0575,11.81,4109.88,True
PO-10703,SUP-001,Schmidt Metallteile GmbH,low,FIXT-001,Push-Fit Connector,Fittings,2024-12-24,2024-12-30,2024-12-30,6,6,True,117,4,0.0342,61.5,7195.5,True
PO-10704,SUP-006,Bauer Präzisionsteile,low,PIPE-001,Copper Pipe 15mm,Pipes,2023-05-20,2023-05-24,2023-05-24,4,4,True,318,8,0.0252,53.51,17016.18,True
PO-10705,SUP-005,Krause Logistik KG,medium,VALV-002,Pressure Relief Valve,Valves,2024-07-31,2024-08-07,2024-08-07,7,7,True,128,4,0.0312,30.03,3843.84,True
PO-10706,SUP-002,Fischer Kunststoff AG,medium,VALV-002,Pressure Relief Valve,Valves,2023-10-03,2023-10-12,2023-10-12,9,9,True,232,17,0.0733,62.83,14576.56,True
PO-10707,SUP-008,Schneider Dichtungen GmbH,medium,VALV-001,"Ball Valve 1/2""",Valves,2024-11-04,2024-11-12,2024-11-12,8,8,True,241,2,0.0083,17.22,4150.02,True
PO-10708,SUP-006,Bauer Präzisionsteile,low,FIXT-002,Elbow 90deg 15mm,Fittings,2024-01-08,2024-01-13,2024-01-13,5,5,True,97,0,0.0,50.67,4914.99,True
PO-10709,SUP-005,Krause Logistik KG,medium,SEAL-002,Press Fitting Seal,Seals,2024-10-08,2024-10-16,2024-10-16,8,8,True,192,3,0.0156,38.0,7296.0,True
PO-10710,SUP-005,Krause Logistik KG,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-09-28,2023-10-06,2023-10-08,8,10,False,203,6,0.0296,5.92,1201.76,True
PO-10711,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-04-16,2024-04-24,2024-04-24,8,8,True,63,4,0.0635,24.37,1535.31,True
PO-10712,SUP-007,Hoffmann Global Supply,high,FIXT-002,Elbow 90deg 15mm,Fittings,2024-06-29,2024-07-13,2024-07-13,14,14,True,450,27,0.06,12.51,5629.5,True
PO-10713,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-05-30,2024-06-11,2024-06-14,12,15,False,134,25,0.1866,53.42,7158.28,True
PO-10714,SUP-002,Fischer Kunststoff AG,medium,VALV-002,Pressure Relief Valve,Valves,2023-03-22,2023-03-30,2023-03-30,8,8,True,441,21,0.0476,29.59,13049.19,False
PO-10715,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-01-02,2023-01-14,2023-01-20,12,18,False,277,44,0.1588,18.8,5207.6,True
PO-10716,SUP-005,Krause Logistik KG,medium,PIPE-002,Steel Pipe 22mm,Pipes,2024-04-04,2024-04-10,2024-04-10,6,6,True,487,39,0.0801,64.37,31348.19,True
PO-10717,SUP-006,Bauer Präzisionsteile,low,SEAL-001,EPDM O-Ring Pack,Seals,2023-01-20,2023-01-25,2023-01-25,5,5,True,178,5,0.0281,62.29,11087.62,True
PO-10718,SUP-006,Bauer Präzisionsteile,low,VALV-002,Pressure Relief Valve,Valves,2024-01-10,2024-01-14,2024-01-16,4,6,False,100,1,0.01,63.6,6360.0,True
PO-10719,SUP-008,Schneider Dichtungen GmbH,medium,FIXT-001,Push-Fit Connector,Fittings,2023-09-05,2023-09-14,2023-09-14,9,9,True,431,20,0.0464,40.25,17347.75,True
PO-10720,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-12-18,2023-12-30,2024-01-06,12,19,False,229,44,0.1921,33.68,7712.72,True
PO-10721,SUP-007,Hoffmann Global Supply,high,PIPE-002,Steel Pipe 22mm,Pipes,2023-02-26,2023-03-13,2023-03-13,15,15,True,336,29,0.0863,6.22,2089.92,True
PO-10722,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2023-08-17,2023-08-25,2023-08-25,8,8,True,484,27,0.0558,50.15,24272.6,True
PO-10723,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2024-06-25,2024-07-03,2024-07-08,8,13,False,226,21,0.0929,82.22,18581.72,True
PO-10724,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2024-08-23,2024-09-07,2024-09-07,15,15,True,278,11,0.0396,26.43,7347.54,True
PO-10725,SUP-008,Schneider Dichtungen GmbH,medium,PIPE-001,Copper Pipe 15mm,Pipes,2023-05-20,2023-05-29,2023-06-01,9,12,False,106,1,0.0094,47.65,5050.9,True
PO-10726,SUP-003,Müller Rohre & Armaturen,low,FIXT-001,Push-Fit Connector,Fittings,2023-09-16,2023-09-22,2023-09-22,6,6,True,235,0,0.0,44.97,10567.95,False
PO-10727,SUP-004,Weber International Ltd.,high,PIPE-002,Steel Pipe 22mm,Pipes,2024-08-11,2024-08-22,2024-08-22,11,11,True,307,24,0.0782,3.37,1034.59,True
PO-10728,SUP-004,Weber International Ltd.,high,SEAL-002,Press Fitting Seal,Seals,2023-05-31,2023-06-12,2023-06-12,12,12,True,81,8,0.0988,15.75,1275.75,True
PO-10729,SUP-004,Weber International Ltd.,high,FIXT-001,Push-Fit Connector,Fittings,2023-06-18,2023-06-29,2023-07-02,11,14,False,297,45,0.1515,77.48,23011.56,True
PO-10730,SUP-007,Hoffmann Global Supply,high,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-10,2024-12-24,2024-12-29,14,19,False,75,14,0.1867,80.4,6030.0,True
PO-10731,SUP-005,Krause Logistik KG,medium,FIXT-001,Push-Fit Connector,Fittings,2023-08-07,2023-08-15,2023-08-15,8,8,True,200,6,0.03,81.05,16210.0,True
PO-10732,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2024-11-01,2024-11-09,2024-11-09,8,8,True,349,28,0.0802,39.28,13708.72,True
PO-10733,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-06-07,2024-06-18,2024-06-18,11,11,True,231,5,0.0216,53.75,12416.25,True
PO-10734,SUP-002,Fischer Kunststoff AG,medium,FIXT-001,Push-Fit Connector,Fittings,2024-09-06,2024-09-14,2024-09-14,8,8,True,107,10,0.0935,32.48,3475.36,True
PO-10735,SUP-001,Schmidt Metallteile GmbH,low,SEAL-001,EPDM O-Ring Pack,Seals,2024-07-21,2024-07-25,2024-07-25,4,4,True,305,0,0.0,84.8,25864.0,True
PO-10736,SUP-007,Hoffmann Global Supply,high,FIXT-001,Push-Fit Connector,Fittings,2023-08-09,2023-08-25,2023-08-28,16,19,False,445,81,0.182,81.25,36156.25,False
PO-10737,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-08-03,2023-08-15,2023-08-15,12,12,True,58,2,0.0345,74.24,4305.92,True
PO-10738,SUP-007,Hoffmann Global Supply,high,PIPE-001,Copper Pipe 15mm,Pipes,2023-08-14,2023-08-28,2023-08-28,14,14,True,398,35,0.0879,52.68,20966.64,True
PO-10739,SUP-002,Fischer Kunststoff AG,medium,SEAL-002,Press Fitting Seal,Seals,2024-08-10,2024-08-17,2024-08-17,7,7,True,50,1,0.02,16.36,818.0,True
PO-10740,SUP-003,Müller Rohre & Armaturen,low,SEAL-002,Press Fitting Seal,Seals,2024-11-16,2024-11-22,2024-11-22,6,6,True,139,3,0.0216,51.82,7202.98,True
PO-10741,SUP-001,Schmidt Metallteile GmbH,low,VALV-001,"Ball Valve 1/2""",Valves,2023-07-18,2023-07-24,2023-07-31,6,13,False,288,11,0.0382,32.88,9469.44,True
PO-10742,SUP-002,Fischer Kunststoff AG,medium,SEAL-001,EPDM O-Ring Pack,Seals,2024-12-28,2025-01-04,2025-01-04,7,7,True,129,9,0.0698,46.73,6028.17,True
PO-10743,SUP-008,Schneider Dichtungen GmbH,medium,SEAL-002,Press Fitting Seal,Seals,2024-04-22,2024-05-01,2024-05-01,9,9,True,263,22,0.0837,59.35,15609.05,True
PO-10744,SUP-004,Weber International Ltd.,high,PIPE-001,Copper Pipe 15mm,Pipes,2024-08-10,2024-08-23,2024-08-28,13,18,False,400,17,0.0425,74.61,29844.0,True
PO-10745,SUP-004,Weber International Ltd.,high,SEAL-001,EPDM O-Ring Pack,Seals,2023-05-31,2023-06-11,2023-06-11,11,11,True,194,33,0.1701,41.23,7998.62,True
PO-10746,SUP-002,Fischer Kunststoff AG,medium,FIXT-002,Elbow 90deg 15mm,Fittings,2023-03-03,2023-03-12,2023-03-12,9,9,True,56,0,0.0,3.29,184.24,True
